Redirect URL,Full URL,Page Type / AEM Template,Migration Type,Taxonomy: Pillar,Taxonomy: Need states,Taxonomy: Product families,Taxonomy: Product capabilities,Taxonomy: Platforms,Taxonomy: Services and advisory,Taxonomy: Insight and thought leader content type,Taxonomy: Topic,Taxonomy: Theme,Taxonomy: Series,Taxonomy: Time horizon,Taxonomy: Market conditions,Taxonomy: Regulatory and operating context,Taxonomy: Vehicle type/segment,Taxonomy: Industry/Sector,Taxonomy: Audience role,Taxonomy: Workflow stage,Taxonomy: Content formats,Taxonomy: Asset attributes,Taxonomy: Campaign type,Taxonomy: Brand/ data source,Taxonomy: Market - sales region,Taxonomy: Market - region,Taxonomy: Market - Country
https://www.mobilityglobal.com/en-us/automotive-insights/blog/how-stellantis-is-embracing-software-defined-vehicles,https://www.spglobal.com/automotive-insights/en/blogs/2024/9/how-stellantis-is-embracing-software-defined-vehicles,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports,Software defined vehicles (SDV),Software-defined vehicles,,,,,,/Automotive OEMs,/OEM strategist|/Product planner,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/navigating-the-future-of-automotive-retail,https://www.spglobal.com/automotive-insights/en/blogs/2024/9/navigating-the-future-of-automotive-retail,Blog or Automotive Insights,Automatic,Sales solutions,,,,,,/Analysis and reports,Dealer and retail trends,Future of mobility,,,,,,/Automotive dealers and retailers,/Dealer / retailer,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/oems-gently-braking-on-ev-investment,https://www.spglobal.com/automotive-insights/en/blogs/2024/9/oems-gently-braking-on-ev-investment,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,EV adoption|Market volatility trends,Electric vehicle industry,,,,,,/Automotive OEMs,/OEM strategist,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/self-driving-cars-gain-momentum-in-us,https://www.spglobal.com/automotive-insights/en/blogs/2024/9/self-driving-cars-gain-momentum-in-us,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Autonomous vehicles and ADAS,Future of mobility,,,,,,/Automotive OEMs,/Product planner,,/Short-form article,,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/automotive-insights/blog/semiconductor-supply-chain-disruption-us-china-trade-conflict,https://www.spglobal.com/automotive-insights/en/blogs/2024/9/semiconductor-supply-chain-disruption-us-china-trade-conflict,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive tariffs and trade policy | Automotive supply chain disruption and resilience | Automotive semiconductors,Automotive supply chain|Supply chain resilience,,,,/Policy,,/Automotive suppliers and supply chain|/Automotive OEMs,/Supply chain analyst|/Procurement,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/september-2024-us-auto-sales-preview,https://www.spglobal.com/automotive-insights/en/blogs/2024/9/september-2024-us-auto-sales-preview,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Data and forecasts|/Market news and updates,Automotive industry forecast and analysis,Automotive industry forecast and analysis,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/automotive-insights/blog/september-light-vehicle-production-forecast,https://www.spglobal.com/automotive-insights/en/blogs/2024/9/september-light-vehicle-production-forecast,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Data and forecasts|/Market news and updates,Automotive industry forecast and analysis|Vehicle production forecasts,Automotive industry forecast and analysis,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/understanding-global-automotive-demand-in-2024,https://www.spglobal.com/automotive-insights/en/blogs/2024/9/understanding-global-automotive-demand-in-2024,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports,Global automotive markets | Automotive consumer demand,Automotive industry forecast and analysis,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/us-auto-market-oems-captive-lenders-challenges,https://www.spglobal.com/automotive-insights/en/blogs/2024/9/us-auto-market-oems-captive-lenders-challenges,Blog or Automotive Insights,Automatic,Sales solutions,,,,,,/Analysis and reports|/Market news and updates,Market volatility trends|Dealer and retail trends,Automotive industry forecast and analysis,,,,,,/Automotive OEMs|/Fleet management and leasing|/Automotive dealers and retailers,/OEM strategist|/Leasing / financial services|/Dealer / retailer,,/Short-form article,,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/automotive-insights/blog/us-medium-heavy-commercial-vehicle-forecast,https://www.spglobal.com/automotive-insights/en/blogs/2024/9/us-medium-heavy-commercial-vehicle-forecast,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Data and forecasts|/Market news and updates,,Automotive industry forecast and analysis|Commercial vehicle market,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/automotive-insights/blog/ai-automotive-trends-ces-2025-recap,https://www.spglobal.com/automotive-insights/en/blogs/2025/01/ai-automotive-trends-ces-2025-recap,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Events and webinars|/Analysis and reports,,Future of mobility,,,,,,/Automotive OEMs|/Automotive suppliers and supply chain,/Technical specialists|/OEM strategist,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/automotive-suppliers-outlook-2025-trends-and-challenges,https://www.spglobal.com/automotive-insights/en/blogs/2025/01/automotive-suppliers-outlook-2025-trends-and-challenges,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports,Market volatility trends|Automotive supply chain disruption and resilience,Automotive industry forecast and analysis| Automotive supply chain|Supply chain resilience,,,,,,/Automotive suppliers and supply chain,/Supply chain analyst,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/briefcase-honda-nissan-merger-a-potential-game-changer,https://www.spglobal.com/automotive-insights/en/blogs/2025/01/briefcase-honda-nissan-merger-a-potential-game-changer,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Competitive landscape|Market volatility trends,Automotive industry forecast and analysis,BriefCASE,,,,,/Automotive OEMs,/OEM strategist|/Competitive intelligence,,/Short-form article,,,,Japan/Korea,Japan/Korea,Japan
https://www.mobilityglobal.com/en-us/automotive-insights/blog/january-auto-sales-2025-begin-year-on-positive-note,https://www.spglobal.com/automotive-insights/en/blogs/2025/01/january-auto-sales-2025-begin-year-on-positive-note,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Data and forecasts|/Market news and updates,Automotive industry forecast and analysis,Automotive industry forecast and analysis,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/luxury-car-market-lexus-outperforms-rivals,https://www.spglobal.com/automotive-insights/en/blogs/2025/01/luxury-car-market-lexus-outperforms-rivals,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Competitive landscape|Market segmentation insights,Automotive industry forecast and analysis,,,,,,/Automotive OEMs,/Competitive intelligence|/Market analyst,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/nada-show-2025-accelerate-your-sales-cycle,https://www.spglobal.com/automotive-insights/en/blogs/2025/01/nada-show-2025-accelerate-your-sales-cycle,Blog or Automotive Insights,Automatic,Sales solutions,,,,,,/Events and webinars|/Analysis and reports,Dealer and retail trends,Automotive consumer trends,,,,,,,,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/trucking-industry-forecast-for-the-next-decade-and-beyond,https://www.spglobal.com/automotive-insights/en/blogs/2025/01/trucking-industry-forecast-for-the-next-decade-and-beyond,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Data and forecasts|/Analysis and reports,,Automotive industry forecast and analysis|Commercial vehicle market,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/us-automotive-inventory-levels-2024,https://www.spglobal.com/automotive-insights/en/blogs/2025/01/us-automotive-inventory-levels-2024,Blog or Automotive Insights,Automatic,Sales solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive industry forecast and analysis|Automotive consumer trends,Automotive industry forecast and analysis|Automotive consumer trends,,,,,,,,,/Short-form article,,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/automotive-insights/blog/volkswagen-union-negotiations-deal-germany,https://www.spglobal.com/automotive-insights/en/blogs/2025/01/volkswagen-union-negotiations-deal-germany,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Market news and updates,Automotive industry forecast and analysis|Automotive consumer trends,Automotive industry forecast and analysis|Automotive consumer trends,,,,,,,,,/Short-form article,,,,Europe,Europe,Germany
https://www.mobilityglobal.com/en-us/automotive-insights/blog/where-are-ev-battery-prices-headed-in-2025-and-beyond,https://www.spglobal.com/automotive-insights/en/blogs/2025/01/where-are-ev-battery-prices-headed-in-2025-and-beyond,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports,EV battery technology | Pricing trends,EV battery technology,,,,,,/Automotive OEMs|/Automotive suppliers and supply chain,/Product planner|/Supply chain analyst,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/2025-commercial-vehicle-industry-forecast-europe,https://www.spglobal.com/automotive-insights/en/blogs/2025/02/2025-commercial-vehicle-industry-forecast-europe,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Data and forecasts|/Analysis and reports,,Automotive industry forecast and analysis|Commercial vehicle market,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/29th-annual-automotive-loyalty-awards,https://www.spglobal.com/automotive-insights/en/blogs/2025/02/29th-annual-automotive-loyalty-awards,Blog or Automotive Insights,Automatic,Sales solutions,,Loyalty,,,,/Events and webinars|/Analysis and reports,Loyalty,Automotive consumer trends,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/beyond-the-buzz-ai-in-the-automotive-industry,https://www.spglobal.com/automotive-insights/en/blogs/2025/02/beyond-the-buzz-ai-in-the-automotive-industry,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports,,Future of mobility,,,,,,/Automotive OEMs,/Technical specialists,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/bridging-gaps-carbon-reporting-automotive-industry,https://www.spglobal.com/automotive-insights/en/blogs/2025/02/bridging-gaps-carbon-reporting-automotive-industry,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports,Regulations and compliance | Automotive sustainability and ESG,Automotive sustainability,,,,/Emissions standards,,/Automotive OEMs,/Government / policy maker,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/byd-in-europe-expansion,https://www.spglobal.com/automotive-insights/en/blogs/2025/02/byd-in-europe-expansion,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Global automotive markets | Competitive landscape,Automotive industry forecast and analysis,,,,,,/Automotive OEMs,/OEM strategist|/Market analyst,,/Short-form article,,,,,,Mainland China
https://www.mobilityglobal.com/en-us/automotive-insights/blog/electric-vehicle-industry-in-india-shows-promising-growth,https://www.spglobal.com/automotive-insights/en/blogs/2025/02/electric-vehicle-industry-in-india-shows-promising-growth,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Global automotive markets,Automotive industry forecast and analysis|Electric vehicle industry,,,,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,India
https://www.mobilityglobal.com/en-us/automotive-insights/blog/electric-vehicle-market-trends-conquest-insights,https://www.spglobal.com/automotive-insights/en/blogs/2025/02/electric-vehicle-market-trends-conquest-insights,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,EV adoption|Competitive landscape,Electric vehicle industry,,,,,,/Automotive OEMs,/Market analyst|/Competitive intelligence,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/geopolitics-ai-level-4-autonomy,https://www.spglobal.com/automotive-insights/en/blogs/2025/02/geopolitics-ai-level-4-autonomy,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports,Autonomous vehicles and ADAS,Future of mobility,,,,,,/Automotive OEMs,/Government / policy maker,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/incentives-affordability-vehicle-marketing,https://www.spglobal.com/automotive-insights/en/blogs/2025/02/incentives-affordability-vehicle-marketing,Blog or Automotive Insights,Automatic,Sales solutions,,,,,,/Analysis and reports,Pricing trends|Dealer and retail trends,Automotive consumer trends,,,,,,/Automotive dealers and retailers|/Automotive OEMs,/Dealer / retailer|/Marketing and media agencies,,/Short-form article,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/blog/semiconductor-tariffs-impact-automotive-costs,https://www.spglobal.com/automotive-insights/en/blogs/2025/02/semiconductor-tariffs-impact-automotive-costs,Blog or Automotive Insights,Automatic,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive tariffs and trade policy | Automotive semiconductors,Automotive supply chain|Supply chain resilience,,,,/Policy,,/Automotive suppliers and supply chain|/Automotive OEMs,/Supply chain analyst|/Procurement,,/Short-form article,,,,,,
